# 128 256 0 128 time:2.40001
128 0 2
128 1 2
128 2 2
128 3 3
128 4 2
128 5 2
128 6 3
128 7 3
128 8 3
128 9 3
128 10 2
128 11 3
128 12 3
128 13 3
128 14 3
128 15 3
128 16 2
128 17 2
128 18 2
128 19 2
128 20 2
128 21 3
128 22 3
128 23 3
128 24 3
128 25 3
128 26 2
128 27 2
128 28 2
128 29 2
128 30 2
128 31 2
128 32 3
128 33 2
128 34 2
128 35 2
128 36 2
128 37 2
128 38 2
128 39 3
128 40 2
128 41 2
128 42 2
128 43 3
128 44 2
128 45 2
128 46 3
128 47 2
128 48 2
128 49 3
128 50 3
128 51 2
128 52 2
128 53 2
128 54 2
128 55 2
128 56 2
128 57 2
128 58 2
128 59 3
128 60 2
128 61 2
128 62 2
128 63 3
128 64 3
128 65 2
128 66 3
128 67 2
128 68 3
128 69 2
128 70 3
128 71 3
128 72 3
128 73 3
128 74 2
128 75 2
128 76 2
128 77 3
128 78 3
128 79 3
128 80 2
128 81 3
128 82 3
128 83 3
128 84 3
128 85 3
128 86 2
128 87 2
128 88 2
128 89 3
128 90 3
128 91 3
128 92 3
128 93 2
128 94 3
128 95 3
128 96 3
128 97 3
128 98 2
128 99 2
128 100 2
128 101 2
128 102 2
128 103 2
128 104 2
128 105 3
128 106 2
128 107 2
128 108 2
128 109 2
128 110 2
128 111 2
128 112 2
128 113 2
128 114 3
128 115 2
128 116 3
128 117 3
128 118 3
128 119 3
128 120 3
128 121 2
128 122 3
128 123 2
128 124 2
128 125 2
128 126 2
128 127 3
129 0 2
129 1 3
129 2 2
129 3 3
129 4 2
129 5 3
129 6 2
129 7 3
129 8 3
129 9 3
129 10 3
129 11 3
129 12 3
129 13 3
129 14 2
129 15 2
129 16 2
129 17 2
129 18 3
129 19 2
129 20 2
129 21 3
129 22 2
129 23 3
129 24 2
129 25 3
129 26 3
129 27 3
129 28 2
129 29 2
129 30 2
129 31 2
129 32 2
129 33 3
129 34 2
129 35 2
129 36 2
129 37 2
129 38 2
129 39 2
129 40 3
129 41 2
129 42 2
129 43 2
129 44 3
129 45 3
129 46 3
129 47 3
129 48 3
129 49 2
129 50 2
129 51 2
129 52 2
129 53 2
129 54 2
129 55 3
129 56 2
129 57 2
129 58 2
129 59 3
129 60 3
129 61 2
129 62 2
129 63 2
129 64 2
129 65 3
129 66 2
129 67 3
129 68 2
129 69 3
129 70 3
129 71 2
129 72 2
129 73 3
129 74 2
129 75 2
129 76 2
129 77 3
129 78 2
129 79 2
129 80 3
129 81 3
129 82 3
129 83 3
129 84 3
129 85 3
129 86 3
129 87 3
129 88 2
129 89 3
129 90 2
129 91 3
129 92 3
129 93 3
129 94 3
129 95 3
129 96 2
129 97 2
129 98 2
129 99 2
129 100 2
129 101 2
129 102 2
129 103 2
129 104 2
129 105 2
129 106 2
129 107 2
129 108 2
129 109 2
129 110 3
129 111 2
129 112 2
129 113 2
129 114 2
129 115 2
129 116 2
129 117 3
129 118 3
129 119 3
129 120 2
129 121 2
129 122 2
129 123 2
129 124 2
129 125 2
129 126 2
129 127 3
130 0 2
130 1 2
130 2 3
130 3 2
130 4 2
130 5 3
130 6 3
130 7 3
130 8 2
130 9 3
130 10 2
130 11 2
130 12 3
130 13 3
130 14 2
130 15 2
130 16 2
130 17 2
130 18 2
130 19 3
130 20 2
130 21 2
130 22 3
130 23 3
130 24 2
130 25 3
130 26 2
130 27 2
130 28 2
130 29 3
130 30 2
130 31 2
130 32 2
130 33 3
130 34 3
130 35 2
130 36 2
130 37 2
130 38 2
130 39 3
130 40 2
130 41 2
130 42 2
130 43 2
130 44 3
130 45 3
130 46 3
130 47 3
130 48 3
130 49 2
130 50 3
130 51 2
130 52 3
130 53 2
130 54 2
130 55 2
130 56 3
130 57 3
130 58 3
130 59 3
130 60 3
130 61 3
130 62 2
130 63 3
130 64 3
130 65 2
130 66 3
130 67 3
130 68 2
130 69 2
130 70 2
130 71 2
130 72 2
130 73 2
130 74 3
130 75 2
130 76 2
130 77 2
130 78 2
130 79 2
130 80 2
130 81 3
130 82 2
130 83 3
130 84 3
130 85 3
130 86 3
130 87 3
130 88 3
130 89 2
130 90 2
130 91 2
130 92 3
130 93 2
130 94 3
130 95 3
130 96 3
130 97 2
130 98 2
130 99 2
130 100 2
130 101 2
130 102 2
130 103 2
130 104 2
130 105 2
130 106 2
130 107 2
130 108 2
130 109 3
130 110 3
130 111 2
130 112 3
130 113 3
130 114 3
130 115 2
130 116 2
130 117 2
130 118 2
130 119 3
130 120 2
130 121 2
130 122 2
130 123 2
130 124 2
130 125 2
130 126 2
130 127 3
131 0 2
131 1 2
131 2 3
131 3 2
131 4 2
131 5 2
131 6 3
131 7 2
131 8 3
131 9 2
131 10 2
131 11 3
131 12 3
131 13 3
131 14 3
131 15 2
131 16 2
131 17 3
131 18 3
131 19 2
131 20 3
131 21 3
131 22 3
131 23 3
131 24 2
131 25 3
131 26 3
131 27 2
131 28 3
131 29 2
131 30 2
131 31 2
131 32 2
131 33 2
131 34 3
131 35 3
131 36 2
131 37 2
131 38 2
131 39 3
131 40 3
131 41 2
131 42 2
131 43 2
131 44 2
131 45 2
131 46 3
131 47 3
131 48 3
131 49 3
131 50 2
131 51 3
131 52 2
131 53 2
131 54 2
131 55 3
131 56 3
131 57 2
131 58 3
131 59 3
131 60 2
131 61 3
131 62 2
131 63 3
131 64 3
131 65 2
131 66 2
131 67 2
131 68 2
131 69 2
131 70 2
131 71 2
131 72 2
131 73 3
131 74 2
131 75 2
131 76 2
131 77 2
131 78 2
131 79 3
131 80 3
131 81 2
131 82 2
131 83 2
131 84 3
131 85 3
131 86 3
131 87 3
131 88 3
131 89 2
131 90 2
131 91 2
131 92 3
131 93 2
131 94 3
131 95 3
131 96 2
131 97 2
131 98 2
131 99 2
131 100 2
131 101 2
131 102 2
131 103 2
131 104 2
131 105 2
131 106 2
131 107 2
131 108 2
131 109 3
131 110 2
131 111 3
131 112 2
131 113 2
131 114 3
131 115 2
131 116 2
131 117 3
131 118 3
131 119 3
131 120 3
131 121 2
131 122 2
131 123 2
131 124 2
131 125 2
131 126 2
131 127 2
132 0 2
132 1 2
132 2 2
132 3 2
132 4 2
132 5 3
132 6 3
132 7 2
132 8 3
132 9 2
132 10 2
132 11 2
132 12 3
132 13 3
132 14 3
132 15 2
132 16 2
132 17 2
132 18 2
132 19 2
132 20 2
132 21 2
132 22 2
132 23 3
132 24 2
132 25 3
132 26 3
132 27 3
132 28 2
132 29 2
132 30 2
132 31 2
132 32 2
132 33 3
132 34 3
132 35 2
132 36 3
132 37 2
132 38 2
132 39 2
132 40 3
132 41 2
132 42 2
132 43 2
132 44 2
132 45 2
132 46 2
132 47 3
132 48 3
132 49 3
132 50 3
132 51 3
132 52 2
132 53 3
132 54 3
132 55 3
132 56 3
132 57 2
132 58 3
132 59 2
132 60 3
132 61 2
132 62 3
132 63 3
132 64 3
132 65 3
132 66 2
132 67 3
132 68 3
132 69 3
132 70 2
132 71 2
132 72 2
132 73 2
132 74 2
132 75 2
132 76 2
132 77 2
132 78 3
132 79 3
132 80 3
132 81 2
132 82 2
132 83 2
132 84 3
132 85 2
132 86 2
132 87 3
132 88 2
132 89 3
132 90 3
132 91 3
132 92 3
132 93 3
132 94 3
132 95 3
132 96 3
132 97 3
132 98 2
132 99 2
132 100 2
132 101 2
132 102 2
132 103 2
132 104 2
132 105 2
132 106 2
132 107 2
132 108 2
132 109 2
132 110 2
132 111 3
132 112 3
132 113 3
132 114 2
132 115 2
132 116 2
132 117 3
132 118 2
132 119 3
132 120 2
132 121 2
132 122 2
132 123 2
132 124 2
132 125 2
132 126 2
132 127 2
133 0 2
133 1 2
133 2 2
133 3 2
133 4 2
133 5 2
133 6 2
133 7 2
133 8 3
133 9 2
133 10 2
133 11 3
133 12 2
133 13 2
133 14 3
133 15 3
133 16 2
133 17 2
133 18 3
133 19 2
133 20 2
133 21 2
133 22 3
133 23 2
133 24 2
133 25 2
133 26 3
133 27 2
133 28 2
133 29 2
133 30 2
133 31 2
133 32 2
133 33 3
133 34 3
133 35 2
133 36 2
133 37 2
133 38 2
133 39 3
133 40 2
133 41 2
133 42 2
133 43 2
133 44 2
133 45 2
133 46 2
133 47 3
133 48 2
133 49 3
133 50 2
133 51 3
133 52 3
133 53 2
133 54 3
133 55 3
133 56 3
133 57 3
133 58 2
133 59 3
133 60 2
133 61 2
133 62 2
133 63 3
133 64 3
133 65 3
133 66 3
133 67 3
133 68 3
133 69 3
133 70 3
133 71 3
133 72 2
133 73 2
133 74 3
133 75 3
133 76 2
133 77 2
133 78 2
133 79 3
133 80 3
133 81 3
133 82 3
133 83 2
133 84 2
133 85 3
133 86 2
133 87 2
133 88 2
133 89 2
133 90 3
133 91 2
133 92 2
133 93 2
133 94 3
133 95 3
133 96 3
133 97 2
133 98 2
133 99 2
133 100 2
133 101 2
133 102 2
133 103 2
133 104 2
133 105 2
133 106 2
133 107 2
133 108 2
133 109 3
133 110 1
133 111 2
133 112 3
133 113 3
133 114 3
133 115 2
133 116 3
133 117 2
133 118 3
133 119 2
133 120 2
133 121 2
133 122 2
133 123 2
133 124 2
133 125 2
133 126 2
133 127 2
134 0 3
134 1 2
134 2 3
134 3 2
134 4 2
134 5 2
134 6 2
134 7 2
134 8 3
134 9 2
134 10 3
134 11 3
134 12 2
134 13 2
134 14 3
134 15 3
134 16 2
134 17 3
134 18 3
134 19 3
134 20 3
134 21 2
134 22 2
134 23 3
134 24 3
134 25 2
134 26 2
134 27 2
134 28 3
134 29 2
134 30 2
134 31 3
134 32 3
134 33 3
134 34 2
134 35 2
134 36 2
134 37 2
134 38 2
134 39 2
134 40 3
134 41 3
134 42 3
134 43 2
134 44 3
134 45 2
134 46 2
134 47 3
134 48 3
134 49 2
134 50 2
134 51 2
134 52 2
134 53 3
134 54 2
134 55 3
134 56 3
134 57 3
134 58 2
134 59 2
134 60 3
134 61 2
134 62 3
134 63 3
134 64 3
134 65 3
134 66 3
134 67 3
134 68 3
134 69 3
134 70 3
134 71 1
134 72 2
134 73 2
134 74 2
134 75 3
134 76 2
134 77 2
134 78 2
134 79 3
134 80 2
134 81 3
134 82 2
134 83 2
134 84 3
134 85 3
134 86 2
134 87 2
134 88 2
134 89 3
134 90 3
134 91 2
134 92 2
134 93 2
134 94 2
134 95 3
134 96 3
134 97 2
134 98 2
134 99 2
134 100 2
134 101 2
134 102 2
134 103 2
134 104 2
134 105 2
134 106 2
134 107 2
134 108 2
134 109 3
134 110 2
134 111 3
134 112 3
134 113 2
134 114 3
134 115 3
134 116 2
134 117 2
134 118 3
134 119 0
134 120 2
134 121 2
134 122 2
134 123 2
134 124 2
134 125 2
134 126 2
134 127 2
135 0 3
135 1 3
135 2 3
135 3 2
135 4 2
135 5 2
135 6 2
135 7 3
135 8 2
135 9 2
135 10 2
135 11 3
135 12 2
135 13 3
135 14 3
135 15 2
135 16 2
135 17 2
135 18 3
135 19 3
135 20 3
135 21 3
135 22 3
135 23 2
135 24 3
135 25 2
135 26 3
135 27 3
135 28 2
135 29 2
135 30 2
135 31 3
135 32 2
135 33 2
135 34 3
135 35 2
135 36 2
135 37 2
135 38 2
135 39 2
135 40 3
135 41 3
135 42 3
135 43 3
135 44 3
135 45 3
135 46 3
135 47 2
135 48 3
135 49 3
135 50 3
135 51 2
135 52 2
135 53 2
135 54 2
135 55 2
135 56 3
135 57 3
135 58 3
135 59 3
135 60 3
135 61 2
135 62 2
135 63 3
135 64 3
135 65 3
135 66 3
135 67 3
135 68 3
135 69 3
135 70 3
135 71 3
135 72 2
135 73 3
135 74 3
135 75 2
135 76 2
135 77 2
135 78 2
135 79 3
135 80 3
135 81 3
135 82 3
135 83 2
135 84 3
135 85 3
135 86 2
135 87 3
135 88 2
135 89 3
135 90 2
135 91 3
135 92 2
135 93 2
135 94 2
135 95 3
135 96 3
135 97 3
135 98 2
135 99 2
135 100 2
135 101 2
135 102 2
135 103 2
135 104 2
135 105 2
135 106 2
135 107 2
135 108 2
135 109 2
135 110 3
135 111 2
135 112 2
135 113 2
135 114 2
135 115 3
135 116 3
135 117 3
135 118 3
135 119 2
135 120 0
135 121 2
135 122 3
135 123 2
135 124 2
135 125 2
135 126 2
135 127 1
136 0 3
136 1 2
136 2 2
136 3 3
136 4 3
136 5 3
136 6 3
136 7 3
136 8 2
136 9 2
136 10 2
136 11 2
136 12 2
136 13 3
136 14 3
136 15 3
136 16 2
136 17 2
136 18 2
136 19 3
136 20 2
136 21 2
136 22 2
136 23 3
136 24 2
136 25 3
136 26 2
136 27 2
136 28 2
136 29 3
136 30 3
136 31 3
136 32 3
136 33 2
136 34 2
136 35 2
136 36 2
136 37 3
136 38 2
136 39 2
136 40 3
136 41 3
136 42 3
136 43 2
136 44 2
136 45 3
136 46 3
136 47 3
136 48 3
136 49 2
136 50 3
136 51 2
136 52 2
136 53 2
136 54 2
136 55 2
136 56 2
136 57 3
136 58 2
136 59 2
136 60 2
136 61 3
136 62 2
136 63 3
136 64 3
136 65 3
136 66 3
136 67 3
136 68 3
136 69 2
136 70 2
136 71 2
136 72 2
136 73 3
136 74 2
136 75 2
136 76 2
136 77 2
136 78 3
136 79 3
136 80 3
136 81 2
136 82 3
136 83 3
136 84 2
136 85 3
136 86 2
136 87 3
136 88 3
136 89 2
136 90 3
136 91 3
136 92 3
136 93 3
136 94 2
136 95 3
136 96 3
136 97 3
136 98 2
136 99 3
136 100 2
136 101 2
136 102 2
136 103 2
136 104 2
136 105 2
136 106 2
136 107 2
136 108 2
136 109 3
136 110 2
136 111 3
136 112 3
136 113 2
136 114 3
136 115 3
136 116 3
136 117 3
136 118 2
136 119 2
136 120 2
136 121 2
136 122 3
136 123 2
136 124 2
136 125 2
136 126 2
136 127 2
137 0 2
137 1 2
137 2 2
137 3 3
137 4 3
137 5 2
137 6 3
137 7 2
137 8 2
137 9 2
137 10 2
137 11 2
137 12 2
137 13 3
137 14 2
137 15 2
137 16 2
137 17 2
137 18 2
137 19 2
137 20 2
137 21 2
137 22 3
137 23 3
137 24 2
137 25 3
137 26 3
137 27 3
137 28 2
137 29 3
137 30 2
137 31 3
137 32 3
137 33 3
137 34 3
137 35 2
137 36 2
137 37 2
137 38 3
137 39 3
137 40 3
137 41 2
137 42 3
137 43 3
137 44 2
137 45 3
137 46 3
137 47 2
137 48 3
137 49 3
137 50 2
137 51 2
137 52 2
137 53 2
137 54 2
137 55 2
137 56 2
137 57 2
137 58 2
137 59 2
137 60 3
137 61 2
137 62 2
137 63 3
137 64 2
137 65 2
137 66 3
137 67 3
137 68 3
137 69 3
137 70 2
137 71 3
137 72 2
137 73 2
137 74 3
137 75 2
137 76 2
137 77 3
137 78 2
137 79 3
137 80 2
137 81 3
137 82 3
137 83 3
137 84 3
137 85 3
137 86 3
137 87 3
137 88 2
137 89 3
137 90 2
137 91 2
137 92 3
137 93 3
137 94 3
137 95 3
137 96 3
137 97 3
137 98 3
137 99 2
137 100 2
137 101 2
137 102 2
137 103 2
137 104 2
137 105 2
137 106 2
137 107 2
137 108 2
137 109 2
137 110 2
137 111 2
137 112 2
137 113 2
137 114 3
137 115 2
137 116 3
137 117 2
137 118 3
137 119 3
137 120 3
137 121 3
137 122 2
137 123 2
137 124 2
137 125 2
137 126 2
137 127 3
138 0 2
138 1 2
138 2 2
138 3 2
138 4 2
138 5 3
138 6 2
138 7 2
138 8 2
138 9 2
138 10 2
138 11 2
138 12 3
138 13 2
138 14 2
138 15 2
138 16 2
138 17 2
138 18 2
138 19 2
138 20 2
138 21 2
138 22 2
138 23 2
138 24 3
138 25 3
138 26 3
138 27 2
138 28 3
138 29 2
138 30 2
138 31 2
138 32 3
138 33 2
138 34 2
138 35 2
138 36 2
138 37 2
138 38 2
138 39 2
138 40 2
138 41 3
138 42 2
138 43 2
138 44 3
138 45 2
138 46 3
138 47 2
138 48 2
138 49 2
138 50 2
138 51 2
138 52 2
138 53 2
138 54 2
138 55 2
138 56 2
138 57 2
138 58 2
138 59 2
138 60 2
138 61 3
138 62 3
138 63 2
138 64 2
138 65 3
138 66 3
138 67 2
138 68 2
138 69 2
138 70 3
138 71 2
138 72 2
138 73 3
138 74 2
138 75 2
138 76 2
138 77 3
138 78 3
138 79 3
138 80 3
138 81 2
138 82 3
138 83 3
138 84 3
138 85 3
138 86 3
138 87 2
138 88 3
138 89 2
138 90 2
138 91 3
138 92 2
138 93 3
138 94 3
138 95 2
138 96 3
138 97 2
138 98 2
138 99 3
138 100 2
138 101 2
138 102 2
138 103 2
138 104 2
138 105 2
138 106 2
138 107 2
138 108 2
138 109 2
138 110 3
138 111 3
138 112 2
138 113 2
138 114 2
138 115 3
138 116 2
138 117 3
138 118 2
138 119 3
138 120 2
138 121 3
138 122 2
138 123 2
138 124 2
138 125 3
138 126 2
138 127 3
139 0 2
139 1 2
139 2 2
139 3 2
139 4 2
139 5 2
139 6 2
139 7 2
139 8 2
139 9 2
139 10 2
139 11 2
139 12 2
139 13 3
139 14 3
139 15 2
139 16 2
139 17 2
139 18 2
139 19 2
139 20 2
139 21 2
139 22 3
139 23 3
139 24 3
139 25 3
139 26 3
139 27 3
139 28 2
139 29 3
139 30 3
139 31 2
139 32 2
139 33 3
139 34 2
139 35 2
139 36 2
139 37 2
